,friends_count,friends_list,uid
10,482,"[43578, 54307, 55244, 63163, 72721, 82461, 92380, 114980, 124188, 142966, 149319, 157376, 161064, 163448, 184570, 203024, 212738, 215719, 222923, 256858, 270456, 285129, 289988, 346356, 351880, 354444, 367068, 376026, 384648, 398691, 401595, 401759, 404489, 405127, 427073, 447541, 461006, 471005, 481341, 496093, 497226, 498961, 501528, 530667, 551289, 557071, 560894, 564867, 578877, 592252, 599520, 602632, 692393, 738198, 739690, 752340, 770459, 823835, 835951, 935136, 971428, 1005849, 1019054, 1077031, 1097829, 1141721, 1151433, 1329212, 1418146, 1449529, 1467292, 1470076, 1487701, 1490057, 1615263, 1625176, 1625858, 1662863, 1665188, 1715588, 1722152, 1749765, 1818188, 1844892, 1871415, 2006423, 2102314, 2129438, 2187793, 2224647, 2249722, 2265013, 2278772, 2444603, 2471552, 2523230, 2636021, 2672919, 2830998, 2878672, 2903984, 3068644, 3105692, 3251897, 3265478, 3411830, 3450988, 3465180, 3532876, 3652320, 3742965, 3743410, 3774054, 3907645, 3923695, 3951249, 4016410, 4083609, 4089623, 4111105, 4184678, 4219527, 4410266, 4820179, 5125773, 5325305, 5388886, 5419931, 5468334, 5510178, 5670205, 5719145, 5817360, 5822823, 5822998, 5848772, 6044386, 6147817, 6253736, 6328832, 6442962, 6513363, 6537465, 6572608, 6633368, 6644361, 6709414, 7121064, 7658279, 7715586, 7985332, 8011293, 8254053, 8323560, 8375777, 8411750, 8475319, 8710080, 9004421, 9207779, 9215339, 9218129, 9263970, 9315528, 9331142, 9936218, 9956131, 10310653, 10458231, 10551482, 10701245, 11883058, 11979967, 12041536, 12310770, 12442503, 12824313, 13077083, 13251799, 13271346, 13513963, 13545290, 13817910, 13836400, 14017455, 14158109, 14393960, 14559883, 14609014, 15550671, 15550956, 15577721, 15908588, 16275775, 16461305, 16766372, 17063628, 17162713, 17786835, 17861448, 18188521, 18506182, 18811457, 18913321, 19449364, 19608056, 19751627, 20023673, 21872966, 21875328, 22564084, 23431811, 23466265, 23499277, 24225731, 24704037, 25190282, 25278447, 25896672, 26276623, 26416766, 26559128, 26584238, 26790956, 27181399, 28182469, 28194197, 28622002, 28950460, 29350905, 30495594, 30589442, 30591308, 31312488, 31498053, 32060216, 32803084, 33145490, 33598764, 34287738, 35006737, 35206178, 36002299, 36265675, 37079847, 37456571, 38167024, 39016749, 40340071, 40892792, 41540830, 43361902, 43671622, 46059863, 46145897, 46973982, 47277219, 47282162, 47323014, 49251761, 51762268, 57320413, 57377231, 58274550, 62019050, 64915649, 66273206, 68292630, 71669167, 71989395, 73865357, 75912084, 76375385, 76884370, 77063437, 78139501, 79109104, 80043705, 80824695, 80918995, 82457998, 83749034, 84099150, 84856821, 85395495, 86234347, 88174051, 88303201, 88744830, 89199885, 89941620, 90801055, 91344563, 92126490, 92367975, 93386787, 93974774, 94506176, 94507103, 97469900, 97529503, 98946314, 101627339, 102664415, 103847707, 105935656, 106334684, 106799317, 120432583, 121777643, 122033218, 123406163, 123636158, 125197117, 125582050, 131269697, 132819378, 134747309, 136151138, 136207461, 137399340, 137924393, 138078884, 138397005, 138909037, 139357863, 140209721, 140781209, 141175609, 142070981, 142188379, 143247486, 144115968, 144217886, 149106365, 151340362, 151772384, 152003778, 152066298, 152869956, 152895284, 153170550, 154392676, 155125678, 159449107, 160677589, 164355339, 166029429, 166105704, 166903714, 173698640, 177028393, 178209827, 179228001, 180053023, 180458221, 181410101, 181919523, 181937596, 183912830, 185696418, 186424694, 189216902, 189759687, 190107738, 191216648, 193944615, 196569297, 198377584, 199203462, 199287021, 201598797, 205154170, 205848109, 206086985, 209363422, 211281352, 212657699, 213034551, 215808635, 215952751, 216472071, 218689384, 218987902, 219176980, 219830283, 221110177, 221244491, 221778408, 222596818, 224220504, 225585587, 227121144, 227353007, 227685306, 227998377, 232916258, 233601827, 234404518, 235082911, 236416201, 238585880, 239032802, 240537668, 243169536, 243717893, 245564521, 247447927, 248165822, 248446587, 250064753, 253827195, 254144596, 254372753, 255606664, 255947039, 257551233, 258223110, 259853455, 263123555, 265515714, 266119815, 267529622, 268134220, 269660366, 272693598, 274318216, 274385828, 275710941, 280580540, 280903018, 282743775, 284279904, 284556927, 287656225, 288256253, 291103345, 294946923, 296614372, 297984758, 299488704, 301542142, 302220628, 302242621, 302332255, 310519350, 312507216, 322389649, 325049570, 325545335, 326772502, 329842224, 338125010, 338669085, 341320596, 348334846, 356418562, 360903685, 364022941, 366041094, 368085357, 370531797, 372083894, 372597982, 374359591, 382169389, 391606649, 394157855, 404747497, 417995906, 424717776, 426488216, 432802553, 433608061, 438274166, 449183505, 452986748, 457086225, 457593778, 462130167, 472788999, 480989926]",113429963
11,287,"[6831, 40786, 60653, 211540, 214420, 219679, 222753, 227208, 263088, 270472, 302858, 321150, 331623, 376032, 417400, 427869, 446057, 487971, 501802, 511278, 529706, 530692, 544116, 578125, 586139, 586516, 588506, 592381, 695773, 705252, 723963, 729558, 763667, 809434, 814988, 846477, 866197, 887337, 897990, 909625, 926453, 941366, 975497, 995445, 1053248, 1115400, 1119024, 1193408, 1194770, 1198702, 1216326, 1234227, 1261316, 1284135, 1300705, 1365692, 1372847, 1488881, 1507487, 1507817, 1520816, 1585431, 1730279, 1757939, 1811481, 1820321, 1820469, 1825594, 1827528, 1851362, 1854649, 1945885, 2089351, 2099025, 2169239, 2261090, 2286795, 2431753, 2454272, 2485184, 2488828, 2538877, 2589202, 2640466, 2649752, 2680964, 2744252, 2758317, 2774359, 2800315, 2849077, 2942899, 2980101, 2981715, 3143027, 3268472, 3374299, 3604632, 3725595, 3734453, 3889583, 4177060, 4393189, 4404403, 4487816, 4560182, 4656242, 4694036, 4732525, 4751734, 4836558, 4955263, 5102511, 5283513, 5308721, 5427205, 5463830, 5743871, 5762625, 5934839, 5979042, 7049729, 7164162, 7563940, 7668242, 7692372, 7719815, 7972058, 7992103, 8240103, 8245777, 8348517, 9174760, 9378236, 9410101, 9753668, 9779540, 10008989, 10117661, 10259979, 10456670, 10961599, 11262375, 11448090, 11755695, 11881835, 12074984, 12165074, 12248593, 12290523, 12562137, 13362125, 13540401, 14071601, 14118713, 14476398, 15012180, 16277532, 16470039, 17347226, 18893897, 19399151, 19608022, 20450233, 21901589, 22076332, 22147409, 23671599, 23928218, 24549658, 24609017, 25479042, 25766174, 26501753, 27186210, 29235972, 29504692, 30315420, 31504971, 32011856, 32871438, 33774570, 35733897, 36668445, 37681578, 39824527, 40387419, 40465005, 42015685, 43664658, 46740063, 50008451, 50120028, 51842255, 52161703, 52409645, 53300575, 53454880, 56508651, 56773003, 56850878, 59207680, 61378405, 62254328, 62435340, 62963673, 65282911, 66617633, 66664678, 67313320, 69055538, 70091801, 75002151, 79025052, 79749171, 79886576, 80930071, 86496286, 87814163, 89141962, 91323627, 91779118, 92705103, 92915478, 93927974, 94716886, 98951299, 103209358, 103630915, 104732555, 107921961, 113799632, 116432250, 133319970, 133958207, 134036940, 136564681, 137277105, 138602909, 138696849, 139828128, 140083913, 142161056, 147119845, 151041032, 151233056, 152135355, 153561608, 155883652, 157971323, 163575458, 164102409, 168093042, 169829519, 179158617, 184535236, 185324315, 194100665, 194873545, 208831571, 224586131, 230207700, 238324970, 253247919, 267472489, 271982376, 274174168, 301267400, 302324144, 303072764, 303134532, 303159194, 306869742, 310784169, 311073634, 314793697, 332410627, 339303034, 348483179, 358260371, 360830696, 389236496, 402072333, 407810093, 465737379, 474537156, 475152539]",1446532
12,58,"[304711, 408539, 484631, 692466, 935575, 950471, 1000824, 1255574, 1429170, 1455546, 1573746, 2165029, 2830987, 2965662, 3342068, 3537679, 4154300, 7064151, 7297230, 7405783, 7469821, 7535574, 11690756, 14051336, 14201301, 16082742, 21372458, 26107492, 29277030, 32453824, 51522975, 54957270, 56654856, 60338707, 60645644, 75358964, 79588121, 87489193, 88910312, 95348530, 95546192, 104863745, 109995344, 146628999, 149709648, 152616255, 163299115, 182921795, 196314000, 197721014, 239872585, 244096876, 255611603, 314156090, 328475808, 329732917, 366316102, 437635140]",8715878
13,57,"[364963, 1013743, 1232718, 1675707, 2284730, 2689416, 3265560, 8045999, 10776193, 15372710, 15642390, 20229115, 20870383, 21046192, 21829877, 22446499, 25048988, 30373512, 32306260, 39543429, 40909143, 44152603, 48709004, 51955557, 55353301, 63636515, 64137897, 64818298, 68064589, 70594413, 78116957, 83381667, 115597612, 116491339, 138963585, 143637009, 146380577, 150510094, 153133474, 179370349, 181191906, 194189441, 206136768, 227763565, 236090380, 237078870, 243529741, 311004696, 320015878, 321360941, 387276168, 403638226, 408261132, 436558255, 438381902, 464614166, 477781616]",36938532
14,183,"[165584, 1599425, 1840048, 1956203, 1989743, 2202846, 2364637, 2461969, 2475984, 2538688, 2559173, 2981725, 3019919, 3044806, 3129535, 3394757, 3413934, 3501778, 3579504, 3842510, 3855363, 4331174, 4343960, 4472153, 5013256, 5027971, 5357265, 5582323, 5769857, 5845681, 6315136, 6505881, 6944003, 7138542, 7156708, 7463733, 7493667, 7529450, 7562216, 7802571, 7981498, 8376662, 8960456, 9006615, 9189233, 9356353, 9451887, 9487275, 9598874, 9793686, 11041846, 11207911, 11929979, 12145840, 12902395, 13059646, 13410646, 13919870, 13944746, 13970869, 14109824, 14296695, 15180414, 16591884, 17067359, 17921572, 17962944, 19818370, 20044040, 20155932, 20204307, 20666906, 21079652, 21521560, 24117612, 24419393, 25646820, 25893447, 26623955, 26826310, 28863497, 29161736, 30218094, 30479536, 31381343, 31410705, 32114148, 34050610, 34574292, 35201721, 35250321, 35797368, 37419831, 38402011, 38859724, 39950869, 43764748, 49573173, 49870359, 51842720, 57246686, 57580654, 58093174, 58919231, 59914909, 61844058, 68136717, 68603688, 70364016, 74477371, 80500347, 80922708, 84370173, 92638554, 97122782, 97789772, 99776594, 100168091, 106855137, 107737054, 113826331, 121614341, 126340060, 131501553, 133955233, 135817604, 139141660, 141004871, 142374842, 144194086, 146041006, 146970671, 146995411, 152007816, 152330916, 153274490, 154036586, 154277011, 154935304, 155553419, 156391237, 156475203, 156838707, 159446337, 161961998, 163341157, 165726814, 169972620, 171632951, 176473355, 178298583, 194344709, 197630200, 202303175, 211670338, 234328074, 247039395, 251230529, 255195006, 269579689, 273952893, 275711323, 276047456, 282920253, 287876496, 297431183, 300490598, 305131021, 310803479, 319646385, 334410673, 351345707, 356761440, 375673636, 376298582, 404397446, 407050773, 411116752, 414322571, 435714234, 453831483, 463379634, 470423858]",5011566
15,198,"[33329, 573099, 1336847, 1922448, 2555417, 3588165, 4011982, 4153994, 5518156, 6060101, 7144626, 7633205, 8346404, 8384251, 9914812, 10307659, 11024570, 11090119, 11413932, 11711318, 12152769, 12412792, 13565829, 13582520, 13585130, 13951618, 14263524, 14416689, 14448596, 14638955, 14749784, 16033128, 16161455, 16190352, 16451622, 17339810, 18744878, 18853983, 19109082, 19581304, 20085198, 20349193, 20580455, 20654131, 20702363, 21238238, 21300133, 21420309, 21445217, 22309131, 24064444, 25341736, 26444360, 26464886, 26826349, 27348000, 27786350, 28688723, 29841256, 30149393, 30426017, 30745936, 30796327, 31527511, 31659889, 31731897, 32360863, 32708793, 32884472, 33447173, 33919890, 35157437, 37072036, 37608582, 37774778, 40812192, 40879116, 42032075, 42945325, 43774995, 44061342, 44162336, 46373779, 47156368, 49327782, 49825180, 50051911, 51093178, 51231463, 51679456, 51716502, 52168012, 52752525, 52874036, 53305673, 53671012, 54144894, 54461302, 55084169, 57233757, 57573397, 58704700, 60527137, 60701397, 61530852, 62946105, 63266618, 64175503, 66218549, 66500649, 68273262, 69216159, 71198623, 71621961, 72566944, 72733095, 73112165, 73700621, 73767745, 76552993, 82798972, 83589871, 84808235, 86671541, 87153742, 88668423, 90205674, 90911545, 93016328, 94057043, 94488488, 100301537, 103285388, 105230552, 105315764, 105934141, 106318163, 107842989, 108230644, 108440373, 109122341, 115834935, 117557210, 120333674, 121006350, 131752035, 132217506, 134583524, 135418038, 136095889, 136888152, 139619398, 140189669, 142083596, 144544082, 145061306, 146508272, 147744651, 150828258, 151420387, 152570826, 153452920, 161797723, 163151211, 169858224, 174613776, 181497876, 184542969, 190498131, 191547662, 193946930, 199485636, 201987472, 210407232, 212398112, 215237705, 230867234, 242829285, 256410805, 270242068, 280334080, 296065185, 296343944, 300427558, 346356526, 355211425, 357796227, 374537608, 385327505, 393303753, 403423790, 411116050, 416414277, 433415109, 437121285, 441348975, 467907993, 482646430]",47914382
16,70,"[62509, 102463, 108642, 113116, 192724, 217423, 247624, 260025, 388079, 400098, 421547, 443816, 444082, 463012, 554399, 578451, 626612, 723696, 747311, 839163, 896820, 970834, 1013523, 1016174, 1093649, 1115632, 1341749, 1364561, 1366467, 1372623, 1446315, 1465350, 1811383, 2097398, 2257812, 2467613, 2470920, 3088930, 3484439, 3542462, 4119121, 4793483, 5156780, 5172613, 5405788, 5663347, 5793416, 6549884, 7163327, 7628499, 9030937, 9543054, 9890661, 13183378, 13296808, 20641455, 20707525, 23036179, 28591085, 42448555, 43541232, 59038815, 129134058, 192209665, 207175172, 335815279, 392228458, 423681336, 442723656, 476686732]",5898076
17,271,"[359537, 565127, 584747, 794860, 803020, 850993, 912724, 1053295, 1249472, 1255894, 1396739, 1491041, 1585899, 1587881, 1617671, 1637692, 1799211, 2056735, 2354954, 2384730, 2640442, 2848342, 3155477, 3359392, 3463550, 3481323, 3545969, 3573143, 3662935, 4126524, 4451688, 4527883, 4545156, 4749331, 4939212, 5073929, 5226254, 5268478, 5430158, 5726700, 6047121, 6047917, 6312798, 7110465, 7148145, 7216650, 7295010, 7343652, 7376363, 7765800, 8467411, 8472944, 8586867, 8927659, 9003605, 9040042, 9316422, 9466722, 9500459, 9585292, 9959279, 10106346, 10338411, 10340945, 10536306, 10635417, 10641680, 10667127, 11190723, 11305773, 11312392, 11573465, 11606537, 11802845, 11834218, 12036955, 12138245, 12310571, 12526839, 13032193, 13522770, 13594196, 13763823, 14926546, 15289464, 15831678, 15834314, 15847492, 15879419, 15925713, 16013982, 16083807, 16780155, 17164992, 17290750, 17322654, 17430207, 17433880, 17472819, 17540257, 17585305, 18522462, 18905851, 20218379, 21322345, 21441591, 22074536, 22558985, 22600982, 22885160, 23342884, 23978697, 24046655, 24457524, 24496429, 26066697, 26547748, 26733080, 27364081, 27612604, 28334036, 28718378, 29337933, 30331059, 30635439, 31881682, 32161471, 33111344, 33888589, 33916343, 35089462, 35166692, 35490177, 36674223, 37713513, 39331548, 39857183, 41793200, 42076841, 42352709, 43093405, 43311428, 44321553, 48501252, 49696246, 50014668, 51503274, 51723742, 53820105, 54394406, 55089723, 55161043, 55308762, 58093952, 58504709, 58957309, 59584806, 60703505, 63002210, 63468781, 63545586, 64940655, 65446072, 66057894, 66256507, 66343441, 67449180, 72524743, 72825648, 74200126, 77073911, 80151612, 82402574, 86844116, 87357694, 87695666, 90075446, 94441754, 94771273, 97070120, 99535955, 102667702, 106195251, 110207649, 110395083, 114765410, 115060409, 116203191, 124458582, 124558952, 131810119, 132612149, 137029982, 137328898, 138326480, 138738221, 138967465, 139553733, 139937444, 143274088, 144339757, 145338542, 146188593, 146967641, 151770260, 151994528, 152760722, 154700077, 156042133, 156234414, 158053901, 159899997, 163914500, 165879773, 169100387, 169780389, 169833144, 173721998, 176894557, 179762303, 186029527, 191737053, 194133035, 195405199, 197924490, 199238295, 205907204, 208448989, 214617050, 217395863, 227137680, 227138832, 228043839, 235285464, 239616546, 241917065, 247610315, 248203420, 251561425, 269822025, 273278607, 278720991, 280461002, 284566154, 288183571, 289966888, 301977532, 303980906, 322552380, 326239752, 328915560, 332827900, 333222642, 335919277, 337334071, 344165971, 346986019, 347351320, 352840281, 364057761, 364190614, 370531585, 372507006, 372709627, 375451339, 400552432, 410134860, 425452548, 432869179, 467142576, 474160151]",12174004
18,245,"[99794, 308342, 393562, 612625, 761097, 1056876, 1093367, 1137758, 1359450, 1457231, 1486698, 1518630, 1528827, 1735790, 2290448, 2521934, 2911691, 3019930, 3038663, 3245546, 3431550, 3995443, 4131843, 4140748, 4427995, 4730875, 4956244, 5049438, 5096065, 5322784, 5524530, 5532324, 5545053, 5850285, 7115712, 7386717, 7564112, 7977817, 8056364, 8157412, 8763275, 8785012, 9124807, 9300909, 9310587, 10401378, 10484546, 11749958, 13573143, 14022454, 14222643, 14254429, 14394249, 14623721, 15026744, 15032474, 15408711, 16051708, 16349583, 16496696, 18318171, 18483353, 18582079, 19096162, 20408528, 20604212, 20708919, 22522497, 23047748, 25719278, 27218863, 27559619, 29074973, 29575471, 29679184, 29723479, 29814311, 29954123, 30148341, 30479079, 30635562, 31894969, 32627624, 33529350, 34834968, 35819852, 37416404, 38216758, 38392184, 39525222, 40385179, 40899339, 41667960, 43374762, 44191099, 45844638, 46307090, 46320369, 50598593, 51304469, 55285162, 57234255, 57326932, 58967056, 61233392, 62460068, 63842881, 65094861, 65380727, 66181758, 66417679, 66770660, 67867576, 68762793, 69470858, 69682586, 70018210, 70905668, 71405405, 71945758, 76742335, 78110921, 83035665, 83534695, 84551159, 85316467, 87319675, 87406902, 92457821, 93267231, 96163827, 97799051, 98837920, 101430775, 102098144, 103215472, 105887931, 107487246, 107761674, 107865791, 109474849, 111402427, 117987083, 121997156, 124992788, 125516415, 132518198, 132584467, 134023197, 134722246, 134860182, 136108173, 136466536, 138536802, 142250588, 142337848, 142579106, 142937073, 143771671, 144373593, 146578337, 150142453, 150821467, 154246473, 154316656, 159204013, 164364173, 165438293, 165902135, 168416810, 168813458, 169689752, 169892302, 170587275, 171675920, 172964779, 181139444, 181554443, 184196090, 184315054, 185602097, 189129042, 189946767, 191768589, 191796884, 195402024, 201468934, 203690807, 217198366, 218845021, 218891878, 224047900, 227517042, 228162728, 228934108, 230309687, 239896176, 241371883, 243688224, 244749249, 245774792, 245915661, 247950988, 249202516, 253319613, 255370695, 259186776, 262210133, 265014317, 265330016, 266400172, 281315424, 285792001, 293116301, 305926595, 318062746, 324023983, 328651966, 330185808, 331104085, 345945012, 346729960, 347168419, 351451525, 352968767, 353895509, 368342719, 393838342, 394879320, 395241338, 396742126, 401993723, 410932760, 412378332, 416104874, 419363836, 428288234, 430737686, 438187781, 443755419, 449093586, 453965764, 461509893, 475409289, 477618977]",36650485
19,158,"[93275, 203027, 790309, 891235, 1395633, 1396398, 1582309, 1970638, 2145860, 2304194, 2415107, 3017007, 3509039, 3619280, 4420923, 5097042, 5511992, 5830982, 7113608, 7333104, 7593564, 7913676, 8427190, 8650442, 8751148, 10545271, 10546479, 10686094, 11038341, 11204353, 11598435, 13260506, 15202701, 15560978, 16380370, 17459672, 18218493, 18643315, 18945439, 19386732, 19762719, 20038625, 20521198, 20698658, 20805793, 21794838, 23321252, 23965835, 24231671, 25216589, 26139559, 26345590, 27465278, 27549301, 28176525, 29273691, 29914004, 30495015, 32442917, 32790566, 33519938, 34422543, 35888498, 36012351, 36155026, 36427777, 38296278, 40748137, 43764654, 49594090, 49869585, 50517049, 51377218, 51771812, 51915149, 52471853, 52967047, 55172068, 65205738, 67462460, 68765708, 69432707, 71395306, 71622267, 83332276, 84106833, 86093607, 87339451, 92677996, 92909494, 93302082, 96353498, 97552162, 98501021, 100027565, 100942651, 101168859, 102471040, 117984464, 119134761, 122488391, 124974155, 131531203, 131628884, 134983395, 135442910, 136687798, 137237692, 139445917, 140179902, 143197544, 144824567, 145758379, 150547041, 151886354, 152594171, 154063212, 154374712, 158462799, 158761236, 162191539, 177880465, 179999933, 182935687, 185828616, 192710050, 200366091, 204307562, 207338315, 211150025, 212972425, 217957238, 222187969, 228615794, 234422761, 249339554, 256923740, 257424524, 265425158, 266459754, 272404506, 289807115, 294985058, 308361653, 324361525, 333358201, 340677882, 342971925, 343315462, 347613919, 367999227, 369491500, 377094215, 390797682, 403342202, 452388270, 477577113, 490817735]",8908025
20,225,"[17682, 183845, 261988, 326932, 389434, 433073, 494438, 560729, 561729, 567411, 575986, 615316, 624721, 806211, 1288228, 1328877, 1414766, 1584566, 1623155, 1731772, 1759564, 1874057, 2001210, 2152129, 2161102, 2414859, 2429353, 2458757, 2515098, 2707675, 2795413, 2964317, 2994540, 3048600, 3285925, 3725546, 3781869, 3789163, 4045930, 4451866, 4466351, 4532869, 4704902, 5573192, 6695331, 7327800, 7380134, 7544381, 7551168, 8378091, 8508279, 10587694, 11341568, 11421476, 11759306, 12162588, 12243091, 13024065, 16359073, 18492990, 19491581, 19666891, 19800242, 20150571, 21421702, 22544926, 23977876, 24376325, 25421550, 25753650, 33224580, 33387880, 34336615, 35212524, 37456571, 42685049, 43103165, 44515858, 45107027, 51253441, 51515324, 52982575, 53566077, 53694746, 56545355, 58616085, 66711250, 67069639, 73028653, 73388210, 76595947, 86427942, 87890380, 88234122, 88390829, 89881462, 95870862, 98380718, 99768250, 100047718, 100208649, 100390435, 100729823, 101353230, 101635029, 106666814, 107662345, 107908338, 109026237, 109195057, 110747682, 117260974, 130175362, 133156838, 134521966, 134641781, 138196720, 138326480, 139845126, 143539903, 148111578, 150752615, 152116583, 153775690, 153855753, 164492604, 170566538, 170927067, 173742318, 174640095, 176788062, 177420359, 177839713, 180160228, 185031848, 186197639, 190320416, 191724431, 192822536, 196809621, 197500989, 199838528, 204206520, 204577537, 208668330, 209047119, 209069227, 210864801, 214115785, 214247856, 216265047, 216511509, 217241943, 218181474, 223069955, 227715435, 228754023, 235697600, 241698922, 242746671, 245831153, 246099445, 246639231, 248291958, 249257824, 250913003, 252965729, 254836032, 260764182, 267057169, 267076943, 268716491, 269408674, 279552410, 279780596, 286630031, 293884101, 298812302, 300692434, 300910889, 302439361, 303867147, 307594307, 307958639, 310570411, 319162765, 322541558, 330109360, 331825626, 337545545, 339402243, 344044705, 347335354, 349061835, 352187953, 356119885, 365448700, 370084620, 370826696, 373087860, 373623561, 374608073, 379754661, 382136003, 384753458, 386807962, 387014028, 390371512, 400115623, 402672703, 402992343, 404080971, 405782550, 406673669, 416843573, 436233706, 437193115, 438172534, 442612632, 447701193, 452867272, 471819531, 478688253, 484553167, 485948563]",112025884
21,169,"[7405440, 9082148, 10066407, 12832864, 13365056, 13643728, 14260462, 18498839, 19024211, 22490206, 22682842, 25915644, 26443318, 28674486, 28674771, 29724574, 32166192, 34008517, 37107800, 39113610, 39669545, 40599883, 42902600, 43766848, 52568191, 54802639, 57225730, 59690668, 62231102, 62949853, 65495172, 65584376, 66816018, 67080352, 69126277, 69269209, 75521517, 75591035, 79134219, 84798024, 86128614, 88274335, 88955883, 89183039, 91559251, 94646070, 98340186, 100082335, 111936329, 122028976, 122396962, 126657907, 127028919, 132608996, 132713294, 133426103, 133449114, 136091566, 138565138, 138573235, 140008662, 140109868, 142062311, 142157494, 142507043, 143089009, 147112661, 147290240, 147577524, 150501551, 151535308, 151618124, 152640631, 154095897, 154295296, 155255271, 160115133, 160350031, 160779972, 163369162, 163448866, 164607684, 164994707, 165014504, 166356512, 166561482, 171794939, 172271508, 175084134, 177639778, 178836821, 179684312, 190639918, 191281483, 192368437, 193869458, 194227958, 197181462, 198100690, 198554939, 199803379, 202661230, 203148456, 203670191, 204607887, 205210302, 206689972, 210945351, 231476273, 231700157, 255633325, 265814170, 268622024, 271916553, 274826184, 276337797, 280436303, 285936846, 293141162, 295665497, 296143127, 300260720, 301021882, 303114638, 303373286, 305218837, 309013710, 311905210, 314371909, 319354740, 324760039, 324987570, 326361636, 338093882, 343743254, 352010398, 352675025, 376067032, 379414147, 384518560, 391635914, 393653949, 399343918, 402916003, 406866184, 408567474, 409904401, 412269265, 419277642, 424147236, 427144775, 427384205, 435879574, 438106838, 445587407, 445799162, 447766672, 451365057, 451725138, 460156467, 460330202, 461901299, 463666269, 463670233, 465171876, 467513432, 474676737, 477779088, 493714920]",440690294
